title,company,country,description,url,skills
Founding Data and ML Engineer,Veliu,Italy,"Transforming Circular Economy Embrace our Mission Circularity for everyone! We are on a mission to help people recover the value embedded in their pre-owned goods, transforming them into currency, and enabling brands to sell more sustainably. We’ve built a unique AI-powered, product-centric platform that connects retailers, consumers, and professional used-goods buyers. As we scale rapidly across Europe, we’re raising the bar for sustainability in one of the largest markets worldwide. Live by o…",https://www.adzuna.it/details/5328164314?utm_medium=api&utm_source=fec1d0ee,
ML Engineer Senior - GenAI Solutions,"NTT America, Inc.",Italy,"As a Senior Machine Learning Engineer at NTT DATA, you will work alongside experienced Data Scientists, Data and ML Engineers on advanced machine learning and Generative AI initiatives. Your contribution in this role:  Apply hands-on Generative AI capabilities, preferably on Azure/GCP and on-premise GenAI architectures and MLOps  Leverage a strong mathematical background  Work on classification, information retrieval, clustering and optimization problems  Establish scalable, efficient and autom…",https://www.adzuna.it/details/5728845810?utm_medium=api&utm_source=fec1d0ee,"scala, rag, ner, mlops, azure, gcp"
Junior ML Data Engineer,Dale Consulting,Italy,"Dale Consulting ricerca una figura di Junior ML Data Engineer per un importante cliente internazionale in ambito Banking, da inserire in un team strutturato e tecnologicamente avanzato. | CHI SIAMO Dale Group, società di Consulenza Informatica specializzata nel settore del Core Banking offre servizi ai principali players internazionali del settore IT. Società dedita all’eccellenza e all'impegno costante per supportare le sfide dei propri clienti, fornendo loro soluzioni customizzate e contribue…",https://www.adzuna.it/land/ad/5736368444?se=LDjxPGNi8RGTyc16BXlIog&utm_medium=api&utm_source=fec1d0ee&v=ED65B77BED42BEA9E94BF251EDB40D30F5E91F14,
Senior ML Data Engineer,Dale Consulting,Italy,"Dale Consulting ricerca una figura di Senior ML Data Engineer per un importante cliente internazionale in ambito Banking, da inserire in un team strutturato e tecnologicamente avanzato. | CHI SIAMO Dale Group, società di Consulenza Informatica specializzata nel settore del Core Banking offre servizi ai principali players internazionali del settore IT. Società dedita all’eccellenza e all'impegno costante per supportare le sfide dei propri clienti, fornendo loro soluzioni customizzate e contribue…",https://www.adzuna.it/land/ad/5736368833?se=LDjxPGNi8RGTyc16BXlIog&utm_medium=api&utm_source=fec1d0ee&v=4415EED44EA713A08094AB12DF2E66E4EEB701D3,
Tirocinio ML and AI Engineer,LogosForge SB srl,Italy,"In Logosforge creiamo motori e prodotti di AI. Per questo abbiamo requisiti teorici e pratici estremamente alti per i nostri ingegneri, difficili da trovare sul mercato; pertanto cerchiamo un laureato stem da formare, scopo assunzione , come AI and ML Engineer. Lavorando con noi in Logosforge e sul nostro prodotto di punta, Catenary, avrai la possibilità di vedere l'intero stack tecnologico alla base di un prodotto IA che compete sullo scenario globale. Vedrai la parte hardware : dimensionament…",https://www.adzuna.it/land/ad/5745167164?se=LDjxPGNi8RGTyc16BXlIog&utm_medium=api&utm_source=fec1d0ee&v=DCA9D227F870E80A1976A66914ABE4024FB94AFE,ner
Tech Architect - ML & AI Engineer | Advanced Analytics,Avanade Italy Company,Italy,"Tech Architect ML & AI Engineer | Advanced Analytics Sedi: Roma, Milano, Bologna, Torino, Napoli, Padova In A vanade siamo alla ricerca di Machine Learning & AI Engineer appassionati di Intelligenza Artificiale e innovazione, con almeno 5/6 anni di esperienza nello sviluppo di soluzioni di Intelligenza Artificiale in contesti aziendali strutturati; competenze di people management. Entrerai a far parte del team Advanced Analytics , all’interno dell’area Data & AI, e contribuirai alla progettazio…",https://www.adzuna.it/details/5750939346?utm_medium=api&utm_source=fec1d0ee,
Field Delivery Engineer (AI/ML experience),HCLSoftware,Italy,"About HCLSoftware HCLSoftware is the software business division of HCLTech — a $2B company with 8,000 employees serving over 20,000 organizations worldwide, including many Fortune 100 and Fortune 500 companies. Since our founding in 2019, we've built a portfolio spanning Business & Industry Applications, Cybersecurity, Data & Analytics, AI & Intelligent Operations, Sovereign Collaboration, Total Experience, and Specialized Software. We're not just growing — we're investing and expanding with re…",https://www.adzuna.it/land/ad/5746393160?se=LDjxPGNi8RGTyc16BXlIog&utm_medium=api&utm_source=fec1d0ee&v=A821F3F7BFF44509EFFA6FAD8A2F806EC27C9004,gan
Avanade Celebrate Orange Professionals FY26,Avanade Italy Company,Italy,"FAI CRESCERE IL TEAM AVANADE CON IL REFER ORANGE PROGRAM! Con la tua segnalazione darai l’opportunità a persone che conosci e stimi di esprimere il proprio potenziale in Avanade e, in caso di assunzione, riceverai punti Celebrate Orange secondo le linee guida del nostro programma globale. Dai valore al loro talento e porta in Avanade i migliori professionisti del mercato! Condividi con loro la possibilità di entrare a far parte della nostra community segnalandoli tramite Refer Orange, il progra…",https://www.adzuna.it/details/5653960030?utm_medium=api&utm_source=fec1d0ee,
AI Consultant,Unknown,Italy,"Progettare e implementare architetture cloud scalabili e sicure , con focus su workload ML e AI Abilitare e mantenere infrastrutture per: pipeline dati ambienti di training e inferenza deploy di modelli in produzione Collaborare con data scientist, ML engineer e team di sviluppo Automatizzare infrastrutture e ambienti tramite Infrastructure as Code Costruire e gestire pipeline CI/CD per applicazioni e servizi cloud Implementare soluzioni di monitoring, logging e osservabilità Contribuire alle s…",https://www.adzuna.it/details/5664708048?utm_medium=api&utm_source=fec1d0ee,"scala, ner"
Python Developer LLM & GraphRAG Senior,agap2 Italia,Italy,"CHI SIAMO AGAP2 è un gruppo europeo di consulenza ingegneristica e operativa facente parte del Gruppo MoOngy . Presente in 14 paesi europei con oltre 7.500 dipendenti, abbiamo aperto la prima sede italiana a Milano e, vista la continua crescita, stiamo rafforzando e ampliando il nostro team con persone che condividano gli stessi valori della nostra società: AMBIZIONE, SORRISO, DINAMISMO, VOGLIA DI METTERSI IN GIOCO, il tutto in una realtà in continua evoluzione, nella quale le relazioni umane s…",https://www.adzuna.it/land/ad/5737569218?se=LDjxPGNi8RGTyc16BXlIog&utm_medium=api&utm_source=fec1d0ee&v=0B81D138F97B145CF08DF63F9F1D397021AA2569,ner
JUNIOR AI ENGINEER,Dinova,Italy,"Dinova è il luogo in cui la trasformazione digitale si fonde con la passione e l’innovazione. Creiamo ecosistemi unici in cui tecnologie all’avanguardia, talenti eccezionali, dati avanzati e processi dinamici si fondono in una simbiosi perfetta. Se sogni di contribuire a rendere le aziende posti migliori in cui lavorare e vivere, allora potresti essere la persona che stiamo cercando! Il team AI di Dinova è al centro dei progetti di intelligenza artificiale a supporto della consulenza strategica…",https://www.adzuna.it/details/5696408364?utm_medium=api&utm_source=fec1d0ee,git
AI ENGINEER,Dinova,Italy,"Dinova è il luogo in cui la trasformazione digitale si fonde con la passione e l’innovazione. Creiamo ecosistemi unici in cui tecnologie all’avanguardia, talenti eccezionali, dati avanzati e processi dinamici si fondono in una simbiosi perfetta. Se sogni di contribuire a rendere le aziende posti migliori in cui lavorare e vivere, allora potresti essere la persona che stiamo cercando! Il team AI di Dinova è al centro dei progetti di intelligenza artificiale a supporto della consulenza strategica…",https://www.adzuna.it/details/5696408365?utm_medium=api&utm_source=fec1d0ee,git
Data Engineer,ATON IT,Italy,"Siamo alla ricerca di un Data Engineer in ambito Google Cloud. Competenze richieste: PL SQL; BigQuery (GCP); Looker Certificazioni Nice to have: Google - Professional Data Engineer; Google - Professional Machine Learning Engineer; Google - Look ML Developer; Google - Looker Business Analyst Completano il profilo del candidato: Laurea in Informatica o in Ingegneria Informatica (o titolo equivalente/superiore); buona conoscenza della lingua inglese, sia scritta che parlata. Se interessati, inviat…",https://www.adzuna.it/land/ad/5729110018?se=LDjxPGNi8RGTyc16BXlIog&utm_medium=api&utm_source=fec1d0ee&v=07B85B2F8428A4B6DA7E96B571E9D02BE31062B0,"sql, ner, gcp"
AI Project Manager,BIP Group,Italy,"Description Entra nel nostro mondo. Trasforma insieme a noi. Nati nel 2003, abbiamo raccolto e valorizzato l’esperienza storica della consulenza e abbiamo aggiunto due ingredienti chiave: l’innovazione e la digitalizzazione. Grazie a questo percorso siamo oggi oltre 5000 professionisti e professioniste, presenti in 13 Paesi, con oltre 4500 progetti alle spalle e le conoscenze più all’avanguardia nell'ambito della Digital Transformation, Data Science, Cybersecurity, Industry 4.0, IOT e di tutte …",https://www.adzuna.it/details/5316388500?utm_medium=api&utm_source=fec1d0ee,git
Multi-frame Computer Vision Pipeline Expert,Scandit,Italy,"Scandit gives people superpowers. Whether enabling delivery drivers to make quicker deliveries, matching a patient with their medication, or allowing retailers to make store operations more efficient, our technology automates workflows. It provides actionable insights to help businesses in a variety of industries. Join us as we continue to expand, grow, innovate, and help take Scandit to the next level. About the role: Our Barcode Decoding team is looking for a Senior CV/ML Engineer to define a…",https://www.adzuna.it/details/5754452504?utm_medium=api&utm_source=fec1d0ee,
Google Cloud Data Engineer,Esprimo S.r.l.,Italy,"ESPRIMO Srl, società di consulenza informatica che opera dal 2002 su tutto il territorio nazionale ed internazionale, a supporto delle imprese, si colloca nel settore dell’Information Technology proponendosi come obiettivo quello di fornire una vasta gamma di prodotti, servizi e soluzioni nelle aree più strategiche per l’impresa, come: Infrastrutture IT, Content Management, ERP, Business Intelligence, CRM, Web Applications, è alla ricerca di un: Data Engineer ambito Google Cloud con almeno 3 an…",https://www.adzuna.it/land/ad/5739766857?se=LDjxPGNi8RGTyc16BXlIog&utm_medium=api&utm_source=fec1d0ee&v=258802C6BE0D8FD4273E1A7569BE5D3D4A067DB2,
Data Engineer (Google Cloud),Clariter Srl,Italy,"Clariter Group è alla ricerca di una figura con competenze in Data Engineering in ambito Google Cloud da inserire in un progetto in forte crescita. Competenze richieste PL/SQL Google Cloud Platform – BigQuery Looker Certificazioni (Nice to have) Google Professional Data Engineer Google Professional Machine Learning Engineer Google Looker ML Developer Google Looker Business Analyst Le certificazioni non sono obbligatorie, ma rappresentano un plus. Dettagli dell’opportunità Modalità di ingaggio: …",https://www.adzuna.it/details/5714953955?utm_medium=api&utm_source=fec1d0ee,sql
Software Engineer,Humans.tech,Italy,"Siamo Humans.tech. Creiamo interfacce intelligenti che risolvono tematiche complesse e migliorano esperienze, oltre a essere, ovviamente, belle! Collaboriamo con aziende globali come Airbnb , Amazon , Angelini … e siamo solo alla lettera A. In 10 anni abbiamo lanciato oltre 700 prodotti digitali , lavoriamo per il 70% con clienti globali tra Europa e Stati Uniti , e abbiamo sedi a Frosinone e San Francisco. Siamo tra le 1000 aziende europee in più rapida crescita per Financial Times & Statista …",https://www.adzuna.it/land/ad/5736368060?se=LDjxPGNi8RGTyc16BXlIog&utm_medium=api&utm_source=fec1d0ee&v=B4FBA5320AB7CBC7EB6240254B4DB49910A1EDAF,git
Sviluppatore back-end,Humans.tech,Italy,"Siamo Humans.tech. Creiamo interfacce intelligenti che risolvono tematiche complesse e migliorano esperienze, oltre a essere, ovviamente, belle! Collaboriamo con aziende globali come Airbnb , Amazon , Angelini … e siamo solo alla lettera A. In 10 anni abbiamo lanciato oltre 700 prodotti digitali , lavoriamo per il 70% con clienti globali tra Europa e Stati Uniti , e abbiamo sedi a Frosinone e San Francisco. Siamo tra le 1000 aziende europee in più rapida crescita per Financial Times & Statista …",https://www.adzuna.it/land/ad/5736374632?se=LDjxPGNi8RGTyc16BXlIog&utm_medium=api&utm_source=fec1d0ee&v=3B6566994FD0CDCC716554E85D1461ADA94C87C1,git
Sviluppatore front-end,Humans.tech,Italy,"Siamo Humans.tech. Creiamo interfacce intelligenti che risolvono tematiche complesse e migliorano esperienze, oltre a essere, ovviamente, belle! Collaboriamo con aziende globali come Airbnb , Amazon , Angelini … e siamo solo alla lettera A. In 10 anni abbiamo lanciato oltre 700 prodotti digitali , lavoriamo per il 70% con clienti globali tra Europa e Stati Uniti , e abbiamo sedi a Frosinone e San Francisco. Siamo tra le 1000 aziende europee in più rapida crescita per Financial Times & Statista …",https://www.adzuna.it/land/ad/5736374650?se=LDjxPGNi8RGTyc16BXlIog&utm_medium=api&utm_source=fec1d0ee&v=0295C77885E2723FB5F30DCC4E7767433DB2FA09,git
Senior AI Engineer - Google,BIP Group,Italy,"Description Quale sarà la tua sfida? Entra a far parte di Datwave, la company BIP che lavora verticalmente su piattaforme Google Cloud (GCP), specializzata in consulenza e servizi innovativi in ambito Intelligenza Artificiale, Cloud, Dati e Martech. La figura dell’AI Engineer progetta soluzioni software di Machine Learning (ML) scalabili per i casi d'uso dei clienti e le industrializza per l’esecuzione in produzione garantendo i livelli richiesti di performance, sicurezza e governabilità. L’AI …",https://www.adzuna.it/details/5043727401?utm_medium=api&utm_source=fec1d0ee,"scala, gcp"
AI Engineer,BIP Group,Italy,"Description Entra nel nostro mondo. Trasforma insieme a noi. AI ENGINEER Quale sarà la tua sfida? Il nostro team di Artificial Intelligence Engineering si impegna a supportare i clienti nel percorso di adozione dell’intelligenza artificiale attraverso la realizzazione di factory di soluzioni di AI, azionabili e integrate nell'architettura e nei processi aziendali. La figura dell’AI Engineer progetta soluzioni software di Machine Learning (ML) scalabili per i casi d'uso dei clienti e le industri…",https://www.adzuna.it/details/5655186112?utm_medium=api&utm_source=fec1d0ee,scala
AI Engineer Google - Categoria Protetta L.68/99,BIP Group,Italy,"Description Quale sarà la tua sfida? Entra a far parte di Datwave, la company BIP che lavora verticalmente su piattaforme Google Cloud (GCP), specializzata in consulenza e servizi innovativi in ambito Intelligenza Artificiale, Cloud, Dati e Martech. La figura dell’AI Engineer progetta soluzioni software di Machine Learning (ML) scalabili per i casi d'uso dei clienti e le industrializza per l’esecuzione in produzione garantendo i livelli richiesti di performance, sicurezza e governabilità. L’AI …",https://www.adzuna.it/details/5703827882?utm_medium=api&utm_source=fec1d0ee,"scala, gcp"
AI Engineer - Google,BIP Group,Italy,"Description Quale sarà la tua sfida? Entra a far parte di Datwave, la company BIP che lavora verticalmente su piattaforme Google Cloud (GCP), specializzata in consulenza e servizi innovativi in ambito Intelligenza Artificiale, Cloud, Dati e Martech. La figura dell’AI Engineer progetta soluzioni software di Machine Learning (ML) scalabili per i casi d'uso dei clienti e le industrializza per l’esecuzione in produzione garantendo i livelli richiesti di performance, sicurezza e governabilità. L’AI …",https://www.adzuna.it/details/5472386724?utm_medium=api&utm_source=fec1d0ee,"scala, gcp"
Senior Deep Learning Scientist- GenAI4Care,Pi School,Italy,"About Pi School Pi School is on a mission to empower businesses and professionals to leverage AI’s transformative capabilities. We believe technology should be an enabler, not a barrier, and it should empower individuals and businesses to grow, innovate, and stay connected. We strive for a world where AI and human potential coexist harmoniously, reshaping the way we work, learn, and prosper. Born in 2017 from the expertise of Translated, an industry pioneer with over two decades of leadership i…",https://www.adzuna.it/details/5753662696?utm_medium=api&utm_source=fec1d0ee,rag
Senior Deep Learning Scientist- DVPS,Pi School,Italy,"About Pi School Pi School is on a mission to empower businesses and professionals to leverage AI’s transformative capabilities. We believe technology should be an enabler, not a barrier, and it should empower individuals and businesses to grow, innovate, and stay connected. We strive for a world where AI and human potential coexist harmoniously, reshaping the way we work, learn, and prosper. Born in 2017 from the expertise of Translated, an industry pioneer with over two decades of leadership i…",https://www.adzuna.it/details/5753662695?utm_medium=api&utm_source=fec1d0ee,rag
Senior Deep Learning Engineer -Specialist,Prometeia,Italy,Are you curious and ready to accept a new challenge in your career? Are you eager to join a dynamic company and bring innovation through your work and skills? Prometeia offers you opportunities for growth and training in a Group with over 1000 professionals working for more than 500 clients in 20 countries around the world. Prometeia is looking for talented and motivated professionals with a passion for data science and a drive for innovation to join our Data Science team as Senior Deep Learnin…,https://www.adzuna.it/details/5175989186?utm_medium=api&utm_source=fec1d0ee,
"Deep Learning Architect, Generative Ai Innovation",AWS EMEA SARL  - G99,Italy,"Bachelor’s degree in computer science, engineering, mathematics or equivalent, or experience in a professional field or military - Experience architecting or deploying Cloud/Virtualization solutions in enterprise customers - Experience communicating across technical audiences - Knowledge of deep learning and experience hosting and deploying ML solutions (e.g., for training, tuning, and inferences) The Generative AI Innovation Center at AWS helps AWS customers accelerate the use of Generative AI…",https://www.adzuna.it/details/5752022731?utm_medium=api&utm_source=fec1d0ee,"ner, aws"
Aa - Ai and Deep Learning-ic,Leonardo SpA,Italy,"Leonardo è un gruppo industriale internazionale, tra le principali realtà mondiali nell’Aerospazio, Difesa e Sicurezza che realizza capacità tecnologiche multidominio in ambito Elicotteri, Velivoli, Aerostrutture, Elettronica, Cyber Security e Spazio. Con oltre 60.000 dipendenti nel mondo, l’azienda ha una solida presenza industriale in Italia, Regno Unito, Polonia, Stati Uniti, e opera in 150 paesi anche attraverso aziende controllate, joint venture e partecipazioni. Protagonista dei principal…",https://www.adzuna.it/details/5751977196?utm_medium=api&utm_source=fec1d0ee,
Junior Deep Learning Scientist (On-site),Translated,Italy,"About Translated Translated is on a mission to allow everyone to understand and be understood, in their own language. We are a technology-powered professional translation provider. We partner with over 200 000 professional translators worldwide, in 200 languages. Our 310 000 clients range from the private person who needs their CV translated to the very big, like Uber and Airbnb. Our progress is largely powered by our ability to leverage scientific progress and realize the best synergy between …",https://www.adzuna.it/details/5552374702?utm_medium=api&utm_source=fec1d0ee,"rag, ner"
Senior Deep Learning Scientist (On-site),Translated,Italy,"About Translated Translated is on a mission to allow everyone to understand and be understood, in their own language. We are a technology-powered professional translation provider. We partner with over 200 000 professional translators worldwide, in 200 languages. Our 310 000 clients range from the private person who needs their CV translated to the very big, like Uber and Airbnb. Our progress is largely powered by our ability to leverage scientific progress and realize the best synergy between …",https://www.adzuna.it/details/5552374704?utm_medium=api&utm_source=fec1d0ee,"rag, ner"
Lead Deep Learning Scientist (On-site),Translated,Italy,"About Translated Translated is on a mission to allow everyone to understand and be understood, in their own language. We are a technology-powered professional translation provider. We partner with over 200 000 professional translators worldwide, in 200 languages. Our 310 000 clients range from the private person who needs their CV translated to the very big, like Uber and Airbnb. Our progress is largely powered by our ability to leverage scientific progress and realize the best synergy between …",https://www.adzuna.it/details/5552374703?utm_medium=api&utm_source=fec1d0ee,"rag, ner"
Computer Vision Engineer,Hermes Corporate,Italy,"We are looking for a skilled Computer Vision&Robotics Engineer to design, develop, and deploy advanced vision-based solutions for real-world applications. You will work at the intersection of AI and robotics, building robust systems that operate reliably in production and real-time environments. Key Responsibilities Design, develop, and deploy computer vision models for real-world applications Build and optimize deep learning models for tasks such as object detection, segmentation, classificati…",https://www.adzuna.it/land/ad/5712896373?se=QpHMPWNi8RGTyc16BXlIog&utm_medium=api&utm_source=fec1d0ee&v=736D7D0AD41350CE79C075569202A54A056222E4,"computer vision, object detection, segmentation"
Image Processing Engineer,MBDA,Italy,"MBDA Italia è l'azienda italiana che fa parte del gruppo multinazionale MBDA, leader mondiale nel settore dei sistemi missilistici MBDA rappresenta il primo Gruppo a livello europeo con capacità di produzione e progettazione in grado di coprire l’intera gamma corrispondente alle attuali e future esigenze delle forze armate (terra, aria e mare). All’interno della Direzione “ Engineering , MBDA Italia SpA è alla ricerca di un “ Image Processing Engineer ”. Titolo di studio richiesto : Laurea Magi…",https://www.adzuna.it/details/5647545317?utm_medium=api&utm_source=fec1d0ee,
Tecnico Sala Prove Junior,3U Vision Srl,Italy,"TECNICO SALA PROVE (Junior) Tecnologie avanzate per Food • Seed • Recycling • Mining Imola (BO) • Nuovo Application Center – Headquarters 3U Vision è una tech company italiana che sviluppa selezionatrici ottiche di nuova generazione, integrate con AI, deep learning, visione multispettrale e sistemi digitali avanzati. Un’azienda moderna, internazionale, dinamica, nata per ridefinire gli standard della selezione ottica industriale. La visione che ci guida: tre generazioni, un’unica direzione La s…",https://www.adzuna.it/land/ad/5755054518?se=QpHMPWNi8RGTyc16BXlIog&utm_medium=api&utm_source=fec1d0ee&v=54456855D57C8916A5F5D5BD3EDAF0F4CBF3B993,"ner, git"
Esperto di Informatica,Demetra Lavoro,Italy,"Demetra Lavoro, per aziende affiliate, erca un Esperto di Informatica con la passione per l'Intelligenza Artificiale Sei un professionista innovativo con una solida conoscenza dell'IA e delle sue applicazioni in ambito lavorativo? Vuoi contribuire all'integrazione di soluzioni intelligenti che ottimizzino i processi aziendali? Questa è l'opportunità che fa per te Cosa farai? - Analizzerai le esigenze aziendali e identificherai le aree di applicazione dell'IA. - Progetterai e implementerai soluz…",https://www.adzuna.it/details/5752013462?utm_medium=api&utm_source=fec1d0ee,
Software & Automation Engineer (AI & Vision Specialist),Skytechnology srl,Italy,Profilo: Software & Automation Engineer (AI & Vision Specialist) Luogo: Bologna e provincia Settore industriale: Automazione industriale Mansioni: Sviluppo Software: Progettazione e manutenzione di applicativi web-based e sistemi backend in ambiente .NET. Integrazione AI: Implementazione di algoritmi di Deep Learning e modelli di Intelligenza Artificiale all'interno dei flussi di produzione. System Integration: Far dialogare il software gestionale/analisi con l'hardware industriale presente on-…,https://www.adzuna.it/details/5618281030?utm_medium=api&utm_source=fec1d0ee,
AI Vision Engineer,Develer,Italy,"Con chi lavorerai Entrerai a far parte del Team AI di Develer, specializzato nella progettazione e nello sviluppo di soluzioni di intelligenza artificiale per l’automazione industriale. Cosa farai Insieme al tuo team, costruirai sistemi di visione artificiale basati su deep learning per applicazioni industriali reali, occupandoti di tutto: dai dati fino al software di produzione. Requisiti Esperienza nell'applicazione di tecniche di Machine Learning a problemi di Computer Vision, utilizzando fr…",https://www.adzuna.it/details/5724435648?utm_medium=api&utm_source=fec1d0ee,computer vision
Senior AI Software Engineer,TAS,Italy,"TAS SpA , multinazionale specializzata in soluzioni software per la monetica, i pagamenti, i mercati finanziari e i sistemi per l'Extended Enterprise, ricerca per la propria sede di Roma un/a Senior AI Software Engineer con esperienza nello sviluppo e nell’integrazione di soluzioni di Intelligenza Artificiale end-to-end. Compiti e responsabilità La persona selezionata, adeguatamente introdotta e formata sui nostri prodotti, avrà le seguenti responsabilità: Progettare, sviluppare e testare soluz…",https://www.adzuna.it/land/ad/5697281994?se=QpHMPWNi8RGTyc16BXlIog&utm_medium=api&utm_source=fec1d0ee&v=2129A149977EFDFA46F165426363D93C9ADF1111,
Programmatore IT,C-HUB Srl,Italy,"C-HUB Srl seleziona per importante azienda cliente sita a Pordenone (PN) un profilo per il ruolo di: programmatore IT Selezioniamo un professionista appassionato di programmazione che si unisca al team di sviluppo. Mansioni: Progetterai, svilupperai e implementerai soluzioni IA avanzate, con particolare attenzione all’integrazione con Microsoft Dynamics 365 Business Central; Collaborerai con il team per definire requisiti e specifiche del progetto; Ottimizzerai e migliorerai costantemente le pr…",https://www.adzuna.it/land/ad/5750634253?se=QpHMPWNi8RGTyc16BXlIog&utm_medium=api&utm_source=fec1d0ee&v=9D4D5AB14A9913DF4B705F803E1B6F837DD99C18,
Data Scientist - Urologia,Ospedale San Raffaele srl,Italy,"L' IRCCS Ospedale San Raffaele , struttura clinica-scientifica-universitaria di rilievo internazionale e di alta specializzazione per diverse importanti patologie, sta ricercando un Data Scientist da inserire nella propria Unità Operativa di Urologia. Responsabilità : Condurre analisi statistiche in diversi progetti di ricerca clinica; Collaborare con enti esterni in un progetto in corso nell’ambito della surgical data science; Progettare e mantenere dashboard per il controllo della qualità; El…",https://www.adzuna.it/details/5416566267?utm_medium=api&utm_source=fec1d0ee,ner
AI & Automation Engineer,Unknown,Italy,"La risorsa sarà inserita nel team tecnico e, con un livello di autonomia commisurato all'esperienza, contribuirà allo sviluppo e all'implementazione di soluzioni di Intelligenza Artificiale e automazione a supporto dei processi aziendali. Le principali attività includono: Analisi dei processi aziendali per individuare opportunità di automazione e miglioramento tramite AI Sviluppo e integrazione di modelli di Machine Learning e Deep Learning applicati a casi reali (previsioni, ottimizzazione, su…",https://www.adzuna.it/details/5601466649?utm_medium=api&utm_source=fec1d0ee,
AI Developer,Luna Labs,Italy,"Siamo alla ricerca di una figura con esperienza di sviluppo su progetti basati su algoritmi di intelligenza artificiale per ottimizzazione dei processi aziendali. Skills richieste: Laurea in informatica, intelligenza artificiale o campi correlati Conoscenza dei concetti di machine learning e deep learning Esperienza di prompting e utilizzo di OpenAI (es. GPT, Fine-tuning, Speech to Text, Moderation) Esperienza con almeno un database vettoriale o documentale (es. Pinecone, MongoDB) Capacità di p…",https://www.adzuna.it/details/5240016237?utm_medium=api&utm_source=fec1d0ee,"gpt, mongodb"
Specialista in Modelling & Simulation per Sistemi Avanzati di Velivoli,"Albelissa Engineering, IT & Digital, Technical Recruiting",Italy,"Albelissa è alla ricerca di una figura da inserire nel nostro team di consulenti esperti per lavorare su progetti all'avanguardia con un nostro importante cliente nel settore aerospaziale. Sono un'azienda leader nel settore aerospaziale, specializzata nello sviluppo e nella progettazione di sistemi avanzati per velivoli. Siamo impegnati nell'innovazione e nell'eccellenza in ogni aspetto del nostro lavoro. Unisciti al nostro team di professionisti dedicati per contribuire a progetti rivoluzionar…",https://www.adzuna.it/details/4801239461?utm_medium=api&utm_source=fec1d0ee,
GROUND SEGMENT ENGINEERING,WinTime SpA,Italy,"Wintime S.p.A., Agenzia per il Lavoro, Filiale di Torino ricerca e seleziona per azienda leader nel settore aerospaziale SEDE DI ROMA GROUND SEGMENT ENGINEERING La risorsa si occuperà di analisi della documentazione di input ad esempio requisiti, concetti operative. Supporto allo sviluppo e alla verifica dei prodotti e dei compoenti costitutivi del Ground Segment. Sviluppo del Sistema Mission Planner per diverse mission, in termini di progettazione. Requisiti · Laurea magistrale in Ingegneria E…",https://www.adzuna.it/details/5740780189?utm_medium=api&utm_source=fec1d0ee,ner
Ingegnere Full Stack,Akronos Technologies,Italy,"Akronos Technologies, azienda italiana leader in innovazione e servizi ingegneristici hi-tech, è alla ricerca di Full- Stack Developer. Ruolo: Full-stack Developer Sede di lavoro: Bologna Settore : Automazione industriale Responsabilità principali: Sviluppo e manutenzione delle interfacce HMI utilizzando React (JavaScript) e componenti in C++ . Sviluppo della logica di back-end tramite framework .NET (C#) . Adattamento del software alle specifiche esigenze dei clienti nel settore automazione. G…",https://www.adzuna.it/land/ad/5716933925?se=QpHMPWNi8RGTyc16BXlIog&utm_medium=api&utm_source=fec1d0ee&v=4B9F5209970C9F385D971C278633F0FC64886DC9,"java, c++, ner"
Sistemista Senior,Cultura d'Impresa,Italy,"Per solida azienda informatica con sede a Padova, specializzata in soluzioni tecnologiche avanzate. ATTIVITÀ ASSEGNATE: La risorsa selezionata verrà inserita all’interno del team sistemistico aziendale e si occuperà di: -Individuazione, analisi e test di strumenti informatici basati su tecnologie di Intelligenza Artificiale (Machine Learning, Deep Learning, NLP, chatbot, ecc.); -Gestione delle attività sistemistiche presso i clienti (trasferte previste in provincia di Padova, Venezia, Vicenza e…",https://www.adzuna.it/land/ad/5721713328?se=QpHMPWNi8RGTyc16BXlIog&utm_medium=api&utm_source=fec1d0ee&v=998BBD5E2A8E20701EFA237A7AE1AF9CE582C3F1,nlp
AI Engineer - Freelance,Bitrock,Italy,"Who we are Bitrock is a high-end consulting and system integration company, strongly committed to offering cutting-edge and innovative solutions . Our tailored consulting services enable our clients to preserve the value of legacy investments while migrating to more efficient systems and infrastructure. We take a holistic approach to technology: we consider each system in its totality, as a set of interconnected elements that work together to meet business needs. We thrive on overcoming challen…",https://www.adzuna.it/land/ad/5736370014?se=QpHMPWNi8RGTyc16BXlIog&utm_medium=api&utm_source=fec1d0ee&v=4A78E29888701F47577014F703CC213EFCD75A96,
Robotic Computer Vision Engineer (Robot Umanoidi) | Location Monza Brianza,Mynameis,Italy,"L'Azienda Il nostro cliente è una nota scale-up del settore Robotica e AI con circa 6 anni di storia, 80 dipendenti e un fatturato milionario. La realtà si pone come pioniere assoluto nel campo dell'applicazione dell'intelligenza artificiale ai robot umanoidi . La società, recentemente approdata negli Stati Uniti, prevede un ampliamento di ampio raggio nei prossimi anni, sia in termini di organico che di progettualità. I loro prodotti trovano applicazione principalmente nei settori Manufacturin…",https://www.adzuna.it/land/ad/5755053640?se=QpHMPWNi8RGTyc16BXlIog&utm_medium=api&utm_source=fec1d0ee&v=C41BEF40A68C806091368984A93DE56AE48CE215,"rag, gan"
