title,company,country,description,url,skills
Wissenschaftliche:r Mitarbeiter:in im Bereich Supply Chain and Business Analytics,MCI Internationale Hochschule GmbH,Austria,"Chancen am MCI Die Unternehmerische Hochschule(R) Das MCI begleitet motivierte Menschen. Mittlerweile schätzen 3.500 Studierende, 1.000 Lehrende, 300 Partneruniversitäten sowie 17.000 Alumni und zahlreiche Arbeitgeber:innen in aller Welt unsere qualitätsorientierten Studiengänge und Weiterbildungsprogramme, unsere maßgeschneiderten Firmentrainings und lösungsorientierte Forschung. Zur Verstärkung unseres Teams freuen wir uns, die folgende Position (m/w/d) neu zu besetzen: Wissenschaftliche:r Mi…",https://www.adzuna.at/land/ad/5726624553?se=-pbXJGNi8RGI27gKLue9KA&utm_medium=api&utm_source=fec1d0ee&v=525DD3AB0D2F2309BC4864AC79A1847D8A8EFED5,ner
Job in Deutschland (München): Agentic AI Engineer (m/w/d),IPPEN.MEDIA,Austria,"Agentic AI Engineer (m/w/d) Jetzt bewerben Unser AI-Team in München sucht dich als Agentic AI Engineer (m/w/d) Bist du bereit, die Zukunft der künstlichen Intelligenz mitzugestalten? Werde Teil unseres dynamischen AI-Teams und treibe die Entwicklung innovativer KI-Agenten voran! Was dich erwartet: Du bist verantwortlich für den Entwurf , Aufbau und die Bereitstellung von KI-Agenten mit unserer Plattform, dabei arbeitest du mit Large Language Models wie GPT-4o, Claude 3.5 Sonnet, Gemini und spez…",https://www.adzuna.at/details/5234740732?utm_medium=api&utm_source=fec1d0ee,gpt
AI Expert,ISG Personalmanagement GmbH,Austria,"AI EXPERT (M/W/D) APPLY Du willst Innovation rund um Generative AI, Document Intelligence und die neuesten Azure AI Services mitgestalten? Dann komm zum AI Team von A1. Engineering | Innovation | Microsoft Azure AI | Generative AI | LLM & Python | Beratung Deine Aufgaben: Du berätst unsere Fachbereiche bei der Anfoerderungsaufnahme bis hin zur Umsetzung. Du entwickelts und integrierst innovative AI-Lösungen mit Schwerpunkt auf Microsoft Azure Cloud Services wie OpenAI, AI-Foundry, Document Inte…",https://www.adzuna.at/details/5728711816?utm_medium=api&utm_source=fec1d0ee,"python, llm, ner, azure"
Quantitative Engineer,Massar Capital,Austria,"FIRM OVERVIEW Massar Capital Management, LP (“Massar”) is an alternative investment management company founded in 2015. We employ a global macro trading strategy that seeks to capture investment opportunities across commodity, foreign exchange, fixed income, equity, and derivatives markets. With offices in the United States and Europe, Massar prides itself on its dynamic, entrepreneurial culture. Our investment philosophy combines fundamental understanding of individual assets with a quantitati…",https://www.adzuna.at/details/5674662866?utm_medium=api&utm_source=fec1d0ee,
Summer Internship: Product Engineering / Data Analysis (m/f/d),NXP Semiconductors,Austria,"As part of our Product Engineering team, you will support data analysis tasks , including: Innovating, creating and developing AI/ML solutions Data analysis and processing Creating code for efficient data analysis Documenting findings with clarity and supporting internal knowledge sharing Your profile: Ongoing high school or university studies Strong foundation in statistics, data analysis, and machine learning Strong programming skills in Python and C/C++ You enjoy teamwork and taking initiati…",https://www.adzuna.at/details/5749770919?utm_medium=api&utm_source=fec1d0ee,"python, c++"
Spectacles Student Worker- Computer Vision Engineering,Snap,Austria,"Snap Inc is a technology company. We believe the camera presents the greatest opportunity to improve the way people live and communicate. Snap contributes to human progress by empowering people to express themselves, live in the moment, learn about the world, and have fun together. The Company’s three core products are Snapchat , a visual messaging app that enhances your relationships with friends, family, and the world; Lens Studio , an augmented reality platform that powers AR across Snapchat…",https://www.adzuna.at/details/5697684743?utm_medium=api&utm_source=fec1d0ee,
Data & AI Engineer (w/m/d),Public Cloud Group,Austria,"„Cloud ist deine Welt – egal ob AWS, Microsoft, Google oder SAP? Dann passt du zu uns! Bei Public Cloud Group (PCG) begleiten wir Unternehmen dabei, ihre IT-Landschaften in der Cloud modern, sicher und zukunftsfähig zu gestalten. Fast 500 Cloud-Expert:innen an 21 Standorten innerhalb Europas sind schon Teil unseres Teams – und wir wachsen weiter. Hast du Lust, dein Know-how bei uns in PCG DACH einzubringen, in einem Team, das genau so Cloud-verrückt ist wie du?“ Mehr darüber, wie die Arbeit bei…",https://www.adzuna.at/details/5739222410?utm_medium=api&utm_source=fec1d0ee,"ner, aws"
Senior Data Scientist,Red Bull,Austria,"Vollzeit Senior Data Scientist Elsbethen, Österreich Apply now If you're passionate about turning data into reliable, scalable solutions and excited about using your analytical skills and rigor to improve how products flow across a global supply chain  this role is for you. In this position, you'll be a senior contributor and project leader within our Strategic Supply Chain Optimisation stream. You'll combine strong analytical and technical skills with the ability to frame ambiguous problems, g…",https://www.adzuna.at/land/ad/5723056035?se=eDq1JWNi8RGTyc16BXlIog&utm_medium=api&utm_source=fec1d0ee&v=7F8D002FB96993029103D842CABC6DF78B337417,scala
Data Scientist (m/w/d),Fronius,Austria,"Data Scientist (m/w/d) Thalheim bei Wels Vollzeit In unserem Team gestaltest du moderne KILösungen, die echte Wirkung entfalten. Du arbeitest an Anwendungen rund um LLMs, RAG und agentenbasierte Systeme und begleitest Projekte vom ersten Prototyp bis zum skalierbaren Produktiveinsatz. Mit einem modernen TechStack, viel Gestaltungsspielraum und einem agilen Umfeld bieten wir dir die ideale Basis, um deine Expertise einzubringen und gemeinsam KITechnologien weiter voranzutreiben. Deine Aufgaben: …",https://www.adzuna.at/land/ad/5723050585?se=eDq1JWNi8RGTyc16BXlIog&utm_medium=api&utm_source=fec1d0ee&v=B965317CE066EE11908C6468EFC5464DCBAE9DEB,"llm, rag"
Data Scientist (all genders),Österreichische Lotterien,Austria,"Data Scientist (all genders) Jetzt bewerben Jobdetails ab 55.000, Vollzeit Berufserfahren Wien Dein Beitrag zum Glück: * Du bist für das Entwerfen, Entwickeln und Implementieren von ML-basierten Lösungen in einer produktionsbereiten Umgebung unter Verwendung bewährter MLOps-Praktiken zuständig. * Gemeinsam mit dem Data Engineering Team sorgst du dafür ML-Modelle in bestehende Systeme zu integrieren und Workflows zu optimieren. * Weiters stellst du die Skalierbarkeit, Stabilität und Performance …",https://www.adzuna.at/land/ad/5723065560?se=eDq1JWNi8RGTyc16BXlIog&utm_medium=api&utm_source=fec1d0ee&v=5D18D98E5256228B0BBA29F510EB2F0B84A5C071,"rag, ner, mlops"
Data Scientist/AI Engineer*,BAWAG Group,Austria,"Data Scientist/AI Engineer* BAWAG Group ist die börsennotierte Holdinggesellschaft der BAWAG, die mit mehr als 4 Mio. Kunden eine der größten Banken in Österreich ist. Als dynamischer Arbeitgeber fördern wir Talente und treiben technologische Innovationen schnell voran. Flache Hierarchien, ein flexibles Arbeitsumfeld und Chancengleichheit für unsere Mitarbeiterinnen und Mitarbeiter sind uns dabei besonders wichtig. Your Role We are evolving from traditional analytics to advanced AI engineering …",https://www.adzuna.at/land/ad/5751694770?se=eDq1JWNi8RGTyc16BXlIog&utm_medium=api&utm_source=fec1d0ee&v=120D87CB0EB185B735114C8A493C8454632E9A0C,
Data Scientist (m/w/d),Michael Page International Austria GmbH,Austria,"Data Scientist (m/w/d) Referenz-Nr.: JN -052026-7009063 Ort: Vienna Anstellungsart: Permanent Firmenprofil Unser Kunde ist ein technologisch führendes Unternehmen mit starkem Daten und Innovationsfokus. Zur Erweiterung des Data & AnalyticsTeams suchen wir eine erfahrene Persönlichkeit, die MachineLearningModelle produktiv einsetzt, skaliert und nachhaltig betreibt. Aufgabengebiet * Entwurf, Entwicklung und Implementierung von MLbasierten Lösungen in einer produktionsnahen Umgebung unter Einsatz…",https://www.adzuna.at/land/ad/5723054995?se=eDq1JWNi8RGTyc16BXlIog&utm_medium=api&utm_source=fec1d0ee&v=75949ED9BB0099BAAF65DA2246618AE498FF8EA6,ner
Data Scientist [m/f/d],Sportradar,Austria,"Job Description OVERVIEW We are looking for a highly motivated Data Analyst (m/f/d) with great communication skills who will work alongside a small team of talented and experienced analysts, use modern technology and methods, and continually push boundaries to further develop and expand our reporting suite. The ideal candidate should have advanced knowledge about analytics and a big passion and motivation for learning. You will have an excellent opportunity to join a growing team that is develo…",https://www.adzuna.at/details/5750787308?utm_medium=api&utm_source=fec1d0ee,
Data Scientist (F/M/X),Acuity Analytics,Austria,"Acuity Analytics (the trading name of Acuity Knowledge Partners) is a global, tech-first organization helping financial institutions and corporates make better decisions through research, data, analytics and AI-enabled solutions. We combine deep financial services expertise with strong engineering, digital and AI capabilities to solve complex, real-world problems. With a team of 7,200 analysts, data specialists and technologists across 28 locations, we work with more than 800 organizations worl…",https://www.adzuna.at/details/5547694993?utm_medium=api&utm_source=fec1d0ee,"ner, gan, git"
(Senior) Data Scientist (all genders),TeamViewer GmbH,Austria,"(Senior) Data Scientist (all genders) Join us as a Data Scientist to frame high‑impact problems, engineer text data, build cutting‑edge models, and partner with ML teams to deliver scalable, production‑ready AI. TeamViewer provides a leading Digital Workplace platform that connects people with technology—enabling, improving and automating digital processes to make work work better. Our software solutions harness the power of AI and shape the future of digitalization. We believe that our diverse…",https://www.adzuna.at/details/5647800381?utm_medium=api&utm_source=fec1d0ee,"scala, ner, git"
Data Scientist (m/w/d),Unknown,Austria,"Entwurf, Entwicklung und Implementierung von ML‑basierten Lösungen in einer produktionsnahen Umgebung unter Einsatz moderner MLOps‑Praktiken Enge Zusammenarbeit mit dem Data Engineering Team zur Integration von ML‑Modellen in bestehende Systeme Sicherstellung von Skalierbarkeit, Stabilität und Performance der ML‑Modelle Überwachung, Analyse und kontinuierliche Verbesserung bestehender Modelle (Monitoring, Fehlerbehebung) Strukturierte, agile Arbeitsweise inkl. sauberem Testing nach dem Mehr‑Aug…",https://www.adzuna.at/details/5720115461?utm_medium=api&utm_source=fec1d0ee,"ner, mlops"
Data Scientist am Health Data Competence Center (HDCC),tirol kliniken,Austria,"Administration Data Scientist am Health Data Competence Center (HDCC) Jetzt bewerben! Über WhatsApp bewerben! Beschäftigungsausmaß: 100% Arbeitszeiten: Montag bis Freitagmittag Eintrittsdatum: nach Vereinbarung Dienstort: Tirol Kliniken Holding - Health Data Competence Center – HDCC Gehalt: EUR 4.898,30 Brutto/Vollzeitbasis (Je nach anrechenbaren Vordienstzeiten ist eine Überzahlung möglich) Das Health Data Competence Center der Tirol Kliniken GmbH sucht eine:n Data Scientist für eine spannende…",https://www.adzuna.at/details/5738368878?utm_medium=api&utm_source=fec1d0ee,
Senior Data Scientist (m/f/d),Finmatics GmbH,Austria,"Finmatics – Your AI Accountant With Fin , the AI accountant, Finmatics makes accounting easier, faster, and smarter. Instead of manual routine tasks, our software handles them reliably—specifically designed for accountants in Germany and Austria. Our mission: To give back time, eliminate document chaos, and make workflows efficient, digital, and future-proof. At Finmatics, you get more than just innovative technology: you get an environment that promotes flexibility and gives you the space to c…",https://www.adzuna.at/details/5712794752?utm_medium=api&utm_source=fec1d0ee,git
Data Scientist (Python & SQL) - Freelance AI Trainer,Mindrift,Austria,"Please submit your CV in English and indicate your level of English proficiency. Mindrift connects specialists with project-based AI opportunities for leading tech companies, focused on testing, evaluating, and improving AI systems. Participation is project-based, not permanent employment. What this opportunity involves While each project involves unique tasks, contributors may: Design original computational data science problems that simulate real-world analytical workflows across industries (…",https://www.adzuna.at/details/5749192567?utm_medium=api&utm_source=fec1d0ee,
Job in Deutschland (Weeze): Data Scientist (m/w/d),CHEFS CULINAR West GmbH & Co. KG,Austria,"Über 7.700 Menschen freuen sich darauf, Deine Kollegen zu werden! Seit über 100 Jahren ist CHEFS CULINAR vertrauter Partner für Kunden aus der Hotellerie und Gastronomie, sowie der Gemeinschaftsverpflegung. Neben der bundesweitern Belieferung statten wir unsere Kunden auch mit Technik, Großküchenausstattung und IT-Systemlösungen aus. DATA SCIENTIST (M/W/D) Quickfacts: Ab sofort Weeze Vollzeit Deine Aufgaben Du entwickelst Lösungen im Bereich Predictive Analytics, Machine Learning und Künstliche…",https://www.adzuna.at/details/5234740833?utm_medium=api&utm_source=fec1d0ee,ner
Senior Consultant Data Scientist (m/w/d),Simon-Kucher & Partners,Austria,"Senior Consultant Data Scientist (m/w/d) In Österreich - Wien Du bistbereit, deine persönliche Entwicklung in den Bereichen Data Science, Analyticsund KI zu fördern? Unser Data Science Team hilft Unternehmen, fundierteEntscheidungen zu treffen und ihr Wachstum voranzutreiben, indem wir Rohdatenin umsetzbare Erkenntnisse verwandeln. WerdePionier der digitalen Transformation und unterstütze uns als Senior Consultant – Data Science. Mehr von uns für dich: Steile Lernkurve: werde Teil unserer Proje…",https://www.adzuna.at/details/5474533984?utm_medium=api&utm_source=fec1d0ee,git
Data Scientist / Actuary (f/m/d) in Pricing,Allianz Elementar Versicherungs-AG,Austria,"Data Scientist / Actuary (f/m/d) in Pricing What we offer: Successful collaboration in one of the world's largest insurance companies and a Great Place to Work® I cooperation with colleagues within the CE-region I flexible options for mobile working within Austria I top modern office in the ICON TOWER right next to Vienna Central Station I ""you"" culture I Further training is very important to us: excellent training and e-learning opportunities I meal allowance I discounted conditions for insura…",https://www.adzuna.at/details/5726864676?utm_medium=api&utm_source=fec1d0ee,
Senior Consultant Data Scientist (m/w/d),master-TMS,Austria,"In Österreich - Wien Du bist bereit, deine persönliche Entwicklung in den Bereichen Data Science, Analytics und KI zu fördern? Unser Data Science Team hilft Unternehmen, fundierte Entscheidungen zu treffen und ihr Wachstum voranzutreiben, indem wir Rohdaten in umsetzbare Erkenntnisse verwandeln. Werde Pionier der digitalen Transformation und unterstütze uns als Senior Consultant – Data Science. Mehr von uns für dich: Steile Lernkurve: werde Teil unserer Projektteams und arbeite an spannenden Fr…",https://www.adzuna.at/details/5193555204?utm_medium=api&utm_source=fec1d0ee,git
Data Scientist Supply Chain Management (m/w/d),HOFER KG,Austria,"Data Scientist Supply Chain Management (m/w/d) Aufgaben, die mich erwarten aktives Mitwirken bei der Entwicklung und Optimierung unserer Warenbedarfsplanung Unterstützen bei quantitativen sowie qualitativen Analysen unserer Produkte und Warengruppen Ermitteln, Validieren und Optimieren von Prognoseparametern unter Berücksichtigung der Bedarfseinflussfaktoren selbstständiges Ausarbeiten und Simulieren von Szenarien zur Verbesserung unserer Beschaffungsstrategie enges Zusammenarbeiten und kontinu…",https://www.adzuna.at/details/5706797604?utm_medium=api&utm_source=fec1d0ee,
Data Scientist Supply Chain Management (m/w/d),Adecco Personalbereitstellungs GmbH,Austria,"Für unseren Kunden, ein international erfolgreiches Handelsunternehmen, suchen wir kluge Köpfe mit Zahlenaffinität, die mit Daten arbeiten, Zusammenhänge erkennen und aktiv zur Optimierung der Warenbedarfsplanung beitragen wollen. AUFGABEN Mitarbeit bei der Weiterentwicklung und Optimierung der Warenbedarfsplanung Durchführung und Unterstützung bei quantitativen sowie qualitativen Analysen von Produkten und Warengruppen Ermittlung, Überprüfung und laufende Optimierung von Prognoseparametern unt…",https://www.adzuna.at/details/5754941858?utm_medium=api&utm_source=fec1d0ee,rag
